Ns3 X,Ns3 Y,Ns2 X,Ns2 Y,N5.6x6 X,N5.6x6 Y,N.25x1 X,N.25x1 Y,Ps2 X,Ps2 Y,Ps3 X,Ps3 Y,P3x1 X,P3x1 Y,P.5x2 X,P.5x2 Y,P2x1 X,P2x1 Y,P1.92x1 X,P1.92x1 Y,P1x3 X,P1x3 Y,P.25x20 X,P.25x20 Y,Ps.5 X,Ps.5 Y,P1x2 X,P1x2 Y,CA_P X,CA_P Y,CA_N X,CA_N Y,Ps.25 X,Ps.25 Y,Ns.3 X,Ns.3 Y,P2x.3 X,P2x.3 Y,N1.92x1 X,N1.92x1 Y,N2x1 X,N2x1 Y
4.786300923226379e-10,1.061773100766465,4.786300923226379e-10,0.9114814387276318,4.786300923226379e-10,0.6103449029615735,4.786300923226379e-10,1.75343354604891,4.786300923226379e-10,0.3723604484530063,4.786300923226379e-10,0.3641454967097607,4.786300923226379e-10,0.154390900422735,4.786300923226379e-10,1.462393731664476,4.786300923226379e-10,0.2054874299930388,4.786300923226379e-10,0.2129280316280189,4.786300923226379e-10,0.9599242027771491,4.786300923226379e-10,83.14470018092382,4.786300923226379e-10,0.5427440264480211,4.786300923226379e-10,0.676093500663846,4.786300923226379e-10,0.7008012063614357,4.786300923226379e-10,1.4213263399056,4.786300923226379e-10,1.678260573639797,4.786300923226379e-10,2.034090042007485,4.786300923226379e-10,0.1409495015232059,4.786300923226379e-10,0.6248152225878144,4.786300923226379e-10,0.6206662980899403
6.918309709189358e-10,1.06223230185053,6.918309709189358e-10,0.9109138021387314,6.918309709189358e-10,0.6118040229837435,6.918309709189358e-10,1.765804041937445,6.918309709189358e-10,0.3710717797343014,6.918309709189358e-10,0.362947201095511,6.918309709189358e-10,0.1526671365447503,6.918309709189358e-10,1.458899101667138,6.918309709189358e-10,0.2039924729361753,6.918309709189358e-10,0.211437158727168,6.918309709189358e-10,0.9604274353229099,6.918309709189358e-10,81.29204625619212,6.918309709189358e-10,0.5377137074059823,6.918309709189358e-10,0.6756239150925709,6.918309709189358e-10,0.6974851871436499,6.918309709189358e-10,1.4244438192838,6.918309709189358e-10,1.624590153733706,6.918309709189358e-10,2.001247457188678,6.918309709189358e-10,0.1374654990523165,6.918309709189358e-10,0.6185806324058797,6.918309709189358e-10,0.6142400960345774
9.99999999999999e-10,1.06260559273002,9.99999999999999e-10,0.9104667274890162,9.99999999999999e-10,0.6135541470027602,9.99999999999999e-10,1.778604345140541,9.99999999999999e-10,0.3699470445247637,9.99999999999999e-10,0.361934126626945,9.99999999999999e-10,0.1511742955869016,9.99999999999999e-10,1.45541074707091,9.99999999999999e-10,0.2027218542200123,9.99999999999999e-10,0.2101678544679362,9.99999999999999e-10,0.9610458620087944,9.99999999999999e-10,79.41334569857456,9.99999999999999e-10,0.5325147591925882,9.99999999999999e-10,0.6752766511894912,9.99999999999999e-10,0.6950021916730704,9.99999999999999e-10,1.425804946538139,9.99999999999999e-10,1.569945890076796,9.99999999999999e-10,1.964569309094032,9.99999999999999e-10,0.1340417557669722,9.99999999999999e-10,0.6123264092162188,9.99999999999999e-10,0.6077750038953023
1.445439770745926e-09,1.062904797491493,1.445439770745926e-09,0.9101243829903071,1.445439770745926e-09,0.6155704743421264,1.445439770745926e-09,1.792020163913486,1.445439770745926e-09,0.368904519533015,1.445439770745926e-09,0.3610262720715001,1.445439770745926e-09,0.1498064388932921,1.445439770745926e-09,1.451987690705663,1.445439770745926e-09,0.2015762842773855,1.445439770745926e-09,0.2090212039169278,1.445439770745926e-09,0.9617733112432818,1.445439770745926e-09,77.52172580635816,1.445439770745926e-09,0.5270722234766438,1.445439770745926e-09,0.6750052961590841,1.445439770745926e-09,0.6930711571305795,1.445439770745926e-09,1.425900040589165,1.445439770745926e-09,1.514658165244936,1.445439770745926e-09,1.924112539728352,1.445439770745926e-09,0.1305858626008623,1.445439770745926e-09,0.605954242206252,1.445439770745926e-09,0.6011716528609535
2.089296130854037e-09,1.063141221610231,2.089296130854037e-09,0.9098727602915579,2.089296130854037e-09,0.6178291685071524,2.089296130854037e-09,1.806138007395709,2.089296130854037e-09,0.3678868705458426,2.089296130854037e-09,0.3601685979493147,2.089296130854037e-09,0.1484915435838818,2.089296130854037e-09,1.44865612085563,2.089296130854037e-09,0.2004876077606544,2.089296130854037e-09,0.2079291977059531,2.089296130854037e-09,0.9625972807843821,2.089296130854037e-09,75.62809417828819,2.089296130854037e-09,0.5213345410372713,2.089296130854037e-09,0.6747711448581217,2.089296130854037e-09,0.6914938500306703,2.089296130854037e-09,1.425084958512282,2.089296130854037e-09,1.459106114945248,2.089296130854037e-09,1.879913305721835,2.089296130854037e-09,0.1270493958720808,2.089296130854037e-09,0.5993904780582011,2.089296130854037e-09,0.5943565775058095
3.019951720402013e-09,1.063328343365126,3.019951720402013e-09,0.9096961386741717,3.019951720402013e-09,0.6202981086366725,3.019951720402013e-09,1.820923632851077,3.019951720402013e-09,0.3668550565360807,3.019951720402013e-09,0.3593247899622889,3.019951720402013e-09,0.1471832419392204,3.019951720402013e-09,1.445408036510059,3.019951720402013e-09,0.1994107205796178,3.019951720402013e-09,0.2068467015648653,3.019951720402013e-09,0.9634952258629249,3.019951720402013e-09,73.74226370268583,3.019951720402013e-09,0.5152717988387809,3.019951720402013e-09,0.6745383300766266,3.019951720402013e-09,0.6901255124278285,3.019951720402013e-09,1.423626547199252,3.019951720402013e-09,1.403722810479794,3.019951720402013e-09,1.832034816331599,3.019951720402013e-09,0.1234193634829844,3.019951720402013e-09,0.5925817906879294,3.019951720402013e-09,0.5872781995672194
4.365158322401655e-09,1.06348441420703,4.365158322401655e-09,0.9095736383798869,4.365158322401655e-09,0.6229264238073828,4.365158322401655e-09,1.836185318158757,4.365158322401655e-09,0.3657843603376568,4.365158322401655e-09,0.3584731297113008,4.365158322401655e-09,0.1458551985419558,4.365158322401655e-09,1.442197859290549,4.365158322401655e-09,0.1983181653291703,4.365158322401655e-09,0.2057460989906378,4.365158322401655e-09,0.964431123304595,4.365158322401655e-09,71.87349198056917,4.365158322401655e-09,0.5088750044570711,4.365158322401655e-09,0.6742702630456323,4.365158322401655e-09,0.6888546555134163,4.365158322401655e-09,1.421735764894534,4.365158322401655e-09,1.348978857988533,4.365158322401655e-09,1.780606956653416,4.365158322401655e-09,0.1197105537629533,4.365158322401655e-09,0.5854927919280052,4.365158322401655e-09,0.5799047545471508
6.309573444801925e-09,1.063634656415597,6.309573444801925e-09,0.9094761355575199,6.309573444801925e-09,0.6256325792073747,6.309573444801925e-09,1.851524750763222,6.309573444801925e-09,0.3646616288902557,6.309573444801925e-09,0.3576035018313956,6.309573444801925e-09,0.1444967924887631,6.309573444801925e-09,1.438940246227279,6.309573444801925e-09,0.1971962223079182,6.309573444801925e-09,0.2046134367635092,6.309573444801925e-09,0.9653536226949454,6.309573444801925e-09,70.03046275489085,6.309573444801925e-09,0.5021551691590933,6.309573444801925e-09,0.6739277308607167,6.309573444801925e-09,0.6875898969930432,6.309573444801925e-09,1.419588491579078,6.309573444801925e-09,1.295341369064,6.309573444801925e-09,1.725857229352362,6.309573444801925e-09,0.115957177518238,6.309573444801925e-09,0.5781048677394228,6.309573444801925e-09,0.5722233383718985
9.120108393559085e-09,1.063812277710707,9.120108393559085e-09,0.9093643599073362,9.120108393559085e-09,0.6282916895619384,9.120108393559085e-09,1.866284799938942,9.120108393559085e-09,0.3634828664879676,9.120108393559085e-09,0.3567145934469328,9.120108393559085e-09,0.1431088943755353,9.120108393559085e-09,1.435514529784915,9.120108393559085e-09,0.1960414894290866,9.120108393559085e-09,0.2034450795006145,9.120108393559085e-09,0.9661981135820737,9.120108393559085e-09,68.22076014665117,9.120108393559085e-09,0.4951410772515829,9.120108393559085e-09,0.6734695788764561,9.120108393559085e-09,0.6862530982155258,9.120108393559085e-09,1.417332824881304,9.120108393559085e-09,1.243209055776574,9.120108393559085e-09,1.668132321855375,9.120108393559085e-09,0.1122028847753471,9.120108393559085e-09,0.5704156243034174,9.120108393559085e-09,0.5642392901333685
1.318256738556405e-08,1.064056909456836,1.318256738556405e-08,0.90918975524909,1.318256738556405e-08,0.6307242980302018,1.318256738556405e-08,1.879515167436352,1.318256738556405e-08,0.3622504542213036,1.318256738556405e-08,0.3558104338701576,1.318256738556405e-08,0.1416988097071767,1.318256738556405e-08,1.431783393959076,1.318256738556405e-08,0.1948571939929855,1.318256738556405e-08,0.2022441263534589,1.318256738556405e-08,0.9668958701397938,1.318256738556405e-08,66.45001198641103,1.318256738556405e-08,0.4878752047408009,1.318256738556405e-08,0.6728573800232227,1.318256738556405e-08,0.6847790777392008,1.318256738556405e-08,1.415081162750073,1.318256738556405e-08,1.192832783310349,1.318256738556405e-08,1.60791093412663,1.318256738556405e-08,0.1084893611064322,1.318256738556405e-08,0.5624385972915429,1.318256738556405e-08,0.5559753407046135
1.905460717963245e-08,1.064408573111844,1.905460717963245e-08,0.9089004021312898,1.905460717963245e-08,0.6326909952193333,1.905460717963245e-08,1.88999302603717,1.905460717963245e-08,0.3609696591964775,1.905460717963245e-08,0.3548958127267797,1.905460717963245e-08,0.140274150238931,1.905460717963245e-08,1.427633265062779,1.905460717963245e-08,0.1936489879422566,1.905460717963245e-08,0.2010163419299803,1.905460717963245e-08,0.9673930106113282,1.905460717963245e-08,64.72109878350624,1.905460717963245e-08,0.4804085317911086,1.905460717963245e-08,0.6720653452052159,1.905460717963245e-08,0.6831224128816304,1.905460717963245e-08,1.412887518182387,1.905460717963245e-08,1.144243538471734,1.905460717963245e-08,1.545811321343567,1.905460717963245e-08,0.1048452114061481,1.905460717963245e-08,0.5542034342396579,1.905460717963245e-08,0.547470511485851
