fine_value,U_N_0,U_N_1,U_N_2,U_N_3,U_N_4,U_N_5,U_P_0,U_P_1,U_P_2,U_P_3,U_P_4,U_P_5,V_N_0,V_N_1,V_N_2,V_N_3,V_N_4,V_N_5,V_P_0,V_P_1,V_P_2,V_P_3,V_P_4,V_P_5,,DAC nmos0 U offset form ideal,,,DAC nmos5 U offset form ideal
145,4.04189979124021E-11,3.22129482463766E-10,2.56130300465594E-09,2.03241964888818E-08,1.62250819248401E-07,1.29553106451242E-06,3.76460454271386E-11,3.0124740118138E-10,2.40745068761662E-09,1.92025217350511E-08,1.54286661198547E-07,1.26559950529999E-06,0.246756148657606,0.326098040090752,0.40826518344679,0.497139711518864,0.597767257900253,0.724605862056377,1.48337996399997,1.40649830644902,1.32628794151995,1.23868517799971,1.13827511947687,1.00003215061892,,-1.26%,,,-0.19%
144,4.00940655654525E-11,3.19612203120196E-10,2.54073790838395E-09,2.01544289334801E-08,1.60845712685464E-07,1.28489593042217E-06,3.73458764482855E-11,2.98871264662427E-10,2.38807582436325E-09,1.90418594183628E-08,1.52942595396584E-07,1.25499576613128E-06,0.246454480268858,0.325794539310832,0.407935748673969,0.496759517465196,0.597313159408405,0.72398414285861,1.48366471320408,1.40679044676434,1.32661109144718,1.23906079111526,1.13873828253134,1.00076274571041,,-1.38%,,,-0.33%
143,3.99514491576961E-11,3.18369484800459E-10,2.53258433508724E-09,2.01112076743301E-08,1.60794488537983E-07,1.28403456563764E-06,3.72218066903058E-11,2.97783844229176E-10,2.38037190400938E-09,1.90009906658577E-08,1.52893838750888E-07,1.25406516237821E-06,0.246326878018516,0.325650285756083,0.407804424951602,0.496662242131027,0.597296537099405,0.723933616488608,1.48377014461326,1.40693180288517,1.32674028132287,1.23915681330481,1.13875515068578,1.00082403433232,,-1.04%,,,0.30%
142,3.96439020678148E-11,3.15928689110425E-10,2.51201489987799E-09,1.99414319364789E-08,1.59388774316837E-07,1.27339897495049E-06,3.69120364397083E-11,2.9540597181735E-10,2.36099622179672E-09,1.88402408435643E-08,1.51548606491294E-07,1.24355804935233E-06,0.246022691426839,0.325344841174286,0.407471311765237,0.496278224100826,0.596838496855553,0.723307896331515,1.48409115652873,1.4072276974418,1.3270669762757,1.23953639135637,1.13922241881315,1.0015535218653,,-1.12%,,,0.16%
141,3.9343056738205E-11,3.13492722339962E-10,2.4925447225088E-09,1.97819649916455E-08,1.58093027092826E-07,1.26385953768292E-06,3.66422881200778E-11,2.93148792424907E-10,2.34265109852325E-09,1.86891854711294E-08,1.50307789598358E-07,1.23404289242778E-06,0.245734589190894,0.325046056357264,0.40715357380966,0.495914710047953,0.596413031920491,0.722743451590585,1.48436789309994,1.40752089691526,1.3273786682707,1.23989586125778,1.13965664261088,1.002213666554,,-1.18%,,,0.11%
140,3.90228976604914E-11,3.10986308693095E-10,2.47199147406791E-09,1.96121637517215E-08,1.56687725141894E-07,1.25322256176692E-06,3.63321123608415E-11,2.90772802399316E-10,2.32326939905345E-09,1.85285426478281E-08,1.48964026353087E-07,1.22348775411489E-06,0.245424924356642,0.324734766846395,0.40681555908459,0.495524592957837,0.59594800259388,0.722110483378238,1.48466942408502,1.40782032964933,1.3277105203701,1.2402811542877,1.14013044233373,1.00295246428017,,-1.29%,,,-0.02%
139,3.87699564473796E-11,3.08656201726091E-10,2.45419473452801E-09,1.94692504593741E-08,1.55571681396709E-07,1.24532770897667E-06,3.61017080320373E-11,2.88700022047431E-10,2.30651006086065E-09,1.83931984539616E-08,1.47896404418169E-07,1.21576836332378E-06,0.245177807078692,0.324454169682409,0.406520685256624,0.495193778277764,0.595575986807852,0.721638189148843,1.48491107555094,1.40809518653917,1.32799961601839,1.2406082139602,1.14050955055045,1.0034943702325,,-1.23%,,,0.06%
138,3.84332313374044E-11,3.06185099096532E-10,2.43363002176795E-09,1.929911009703E-08,1.54166056926398E-07,1.23469023434416E-06,3.57890006073091E-11,2.86322195702337E-10,2.28713166436938E-09,1.82324958822433E-08,1.46551952062047E-07,1.20505831182975E-06,0.244847491103599,0.324136861007175,0.406177374886564,0.494796944276562,0.595103979910616,0.720998421737514,1.48521952061407,1.4083982917331,1.3283364074899,1.24099950167852,1.14099038407291,1.00425006937229,,-1.39%,,,-0.09%
137,3.81312722282399E-11,3.03796492302649E-10,2.41417466480988E-09,1.91400078631631E-08,1.5287007628477E-07,1.22514930072896E-06,3.55115158311807E-11,2.84066786404335E-10,2.26878873151689E-09,1.80815465173125E-08,1.4531206614844E-07,1.19559069661855E-06,0.244549778030947,0.323830996320648,0.405850003877234,0.49442286377092,0.59466531406547,0.720421202798329,1.48551337905508,1.40870119106323,1.32865772938101,1.24137000474187,1.14143725860242,1.00491989764149,,-1.46%,,,-0.14%
136,3.78126949871595E-11,3.01275335498928E-10,2.39359607181323E-09,1.89704441123708E-08,1.51464566974145E-07,1.21450997597997E-06,3.52095594941975E-11,2.8185199449371E-10,2.24940553994497E-09,1.79208049449187E-08,1.43968318286247E-07,1.18499797749352E-06,0.244231175808351,0.323507531965351,0.405500956774356,0.49402094927098,0.594185737302915,0.719773747200189,1.48582048633159,1.40899202561478,1.32899998844867,1.24176775192238,1.14192535812791,1.00567711663545,,-1.57%,,,-0.28%
135,3.75892562003514E-11,2.99393392391842E-10,2.37898539492981E-09,1.88595313643571E-08,1.50700918200261E-07,1.20936531971136E-06,3.50058732657623E-11,2.80035783087571E-10,2.23563725892943E-09,1.78161425130608E-08,1.43238593339324E-07,1.17989218459006E-06,0.24400677163622,0.323267057263438,0.405251377114224,0.493756220327568,0.59392347189922,0.719459175597204,1.48603833480395,1.40922743643526,1.32924482201078,1.2420285401744,1.14219209883433,1.00604235350998,,-1.43%,,,0.02%
134,3.72679467789048E-11,2.96908336701905E-10,2.35842725879247E-09,1.86897301911937E-08,1.49295014908672E-07,1.19872592378836E-06,3.47038402908256E-11,2.77418416196889E-10,2.21626043449439E-09,1.76553608085239E-08,1.41894100231318E-07,1.16926456784845E-06,0.24368182436326,0.322942994538681,0.40489769194443,0.493348081253279,0.593437454737737,0.718805604995015,1.48634865263853,1.40956425330442,1.32959184668141,1.24243197956816,1.14268669929736,1.00680730645925,,-1.55%,,,-0.12%
133,3.6968252271987E-11,2.94461306275021E-10,2.33895651628201E-09,1.85303728402094E-08,1.47999711365601E-07,1.18918247548967E-06,3.44261780988893E-11,2.75315647743391E-10,2.1979180560939E-09,1.75046218658284E-08,1.40654972505076E-07,1.15985060734483E-06,0.243377067318854,0.32262412255361,0.404559966160353,0.492961856420228,0.592985970964859,0.718215782232293,1.48664746913656,1.40987384296808,1.32992303315857,1.24281336776928,1.14314619857993,1.00748643044498,,-1.61%,,,-0.18%
132,3.66495112818513E-11,2.91939918906007E-10,2.31838801638563E-09,1.83604845870996E-08,1.46593826303199E-07,1.17854190646166E-06,3.4126088692439E-11,2.73048390438526E-10,2.17853944983971E-09,1.73435396898183E-08,1.39311316366503E-07,1.14925978491333E-06,0.243048283206803,0.322290687839698,0.404200245672685,0.492546648310366,0.592491853740598,0.717554082599307,1.48694259493529,1.41017603522125,1.33027581822116,1.24322435259622,1.14364849943796,1.00825865096337,,-1.73%,,,-0.33%
131,3.63692240097125E-11,2.89660686799919E-10,2.30059329410447E-09,1.82175090460819E-08,1.45477634860742E-07,1.17064412129869E-06,3.38750891873326E-11,2.70867014663894E-10,2.16177209900722E-09,1.7208322650591E-08,1.38242980629396E-07,1.14151808470786E-06,0.242766112955209,0.321995069724764,0.403886546654624,0.492194401607772,0.59209646972409,0.717060175208791,1.48723684536694,1.4104842750164,1.33058350025529,1.24357212447283,1.14405092806481,1.00882462990135,,-1.75%,,,-0.25%
130,3.60511033148168E-11,2.87192172835651E-10,2.28003313240365E-09,1.80479171624837E-08,1.44072253481729E-07,1.16000202852706E-06,3.35858035048641E-11,2.68489174875282E-10,2.14240067539801E-09,1.70475976431384E-08,1.36900862110257E-07,1.13085161959327E-06,0.242433641119892,0.321657055754699,0.403521172589821,0.491773189008139,0.591594696636215,0.716390769925581,1.48753825422869,1.410805387491,1.33094182698961,1.24398885836297,1.14456038617647,1.00960874081309,,-1.87%,,,-0.40%
129,3.57555400752316E-11,2.8476498500448E-10,2.26056115850901E-09,1.78881967189137E-08,1.42776064594191E-07,1.15045726916232E-06,3.32953882992884E-11,2.66233370143957E-10,2.12405632086717E-09,1.68970333734429E-08,1.35662402943183E-07,1.12139131496605E-06,0.242114515973452,0.321330235060491,0.403172198079931,0.491373071241696,0.591127937761825,0.715786608563377,1.48786738034178,1.41113020553515,1.33128402906488,1.24438261108122,1.14503441507479,1.010306197978,,-1.92%,,,-0.46%
128,3.54297808163482E-11,2.82195020671179E-10,2.23999496807446E-09,1.77186290647876E-08,1.41370603280382E-07,1.13981375032918E-06,3.29952863964249E-11,2.63856452296452E-10,2.10467770668928E-09,1.67358965092397E-08,1.34319053530712E-07,1.11080492954657E-06,0.241776566177617,0.320986482401122,0.402800453861887,0.490944585584912,0.590617441930035,0.715108571567741,1.48819138980001,1.4114612814414,1.33164861483524,1.24480768363688,1.14555292525712,1.01109540963574,,-2.07%,,,-0.62%
127,3.64415818422271E-11,2.91255083849241E-10,2.33349629249992E-09,1.87453172684846E-08,1.49252994715957E-07,1.14347525511212E-06,3.39349745018598E-11,2.72316511344478E-10,2.19277991085764E-09,1.77081304910817E-08,1.41853509928507E-07,1.114542733279E-06,0.242832906991861,0.322199916897556,0.404464770800188,0.493482075073488,0.593422864467428,0.715342323113378,1.48717350541238,1.41028525000422,1.33001628125745,1.2422991886204,1.142701695219,1.01081689053713,,1.53%,,,0.48%
126,3.61155859199526E-11,2.88739364453712E-10,2.31293768057795E-09,1.85755196506994E-08,1.4784739402216E-07,1.13283174550486E-06,3.36348451790669E-11,2.69938596119764E-10,2.17340258004077E-09,1.75472432653216E-08,1.40509775457511E-07,1.10383626079974E-06,0.242501458860962,0.321864681434975,0.404104410081512,0.493071592596837,0.592932643933227,0.714661282311227,1.48749064815958,1.41060382951071,1.33036983836875,1.24270521831702,1.14320027392492,1.01161631611631,,1.42%,,,0.33%
125,3.58203454155608E-11,2.86310311813021E-10,2.29345779918129E-09,1.84161602504499E-08,1.4655173424704E-07,1.12328552924975E-06,3.33553753739912E-11,2.67683277404626E-10,2.15504783922177E-09,1.73964310171851E-08,1.39270720532166E-07,1.09443348986627E-06,0.242182067257243,0.32153822881832,0.403760099672215,0.492683117175848,0.59247699348166,0.714046441697874,1.48780281134353,1.41092801452036,1.33070753369289,1.24308901156076,1.14366374165471,1.01232259906338,,1.39%,,,0.28%
124,3.54859353189805E-11,2.83743581185312E-10,2.27290407071718E-09,1.824625014582E-08,1.45145895659551E-07,1.11264101662835E-06,3.3063004538156E-11,2.653061822233E-10,2.13567417263923E-09,1.7235549859628E-08,1.37927085510587E-07,1.08384299843918E-06,0.241836620556821,0.321197559216253,0.403393740734674,0.492265419210029,0.591978426203701,0.713356371260015,1.4881167309112,1.4112562335595,1.33106697835141,1.24350189134065,1.14417044621948,1.01312286806059,,1.25%,,,0.12%
123,3.52294581823234E-11,2.81560557083967E-10,2.25511064214231E-09,1.8103391397998E-08,1.44029702100162E-07,1.10474103908741E-06,3.28041266498022E-11,2.6323358932288E-10,2.11891848998271E-09,1.71004643957895E-08,1.36860264434455E-07,1.07603860232279E-06,0.241552523894404,0.320891958326244,0.403073995661541,0.491911378233667,0.591579434740622,0.712841096090122,1.48841149117043,1.41155567163301,1.33138037974246,1.24385137733863,1.14457586518979,1.01371593088614,,1.33%,,,0.21%
122,3.48943274532051E-11,2.79040055047018E-10,2.23454393650675E-09,1.79334766341623E-08,1.42623800247626E-07,1.09409363526115E-06,3.25039941879767E-11,2.60856188240611E-10,2.09952188777165E-09,1.69394819110123E-08,1.35516597963871E-07,1.06542481356824E-06,0.24119622549487,0.320545936968402,0.402701372324629,0.491486843206413,0.591072853823709,0.712142422022449,1.48873869875754,1.41188898117782,1.33174615737974,1.24427126772147,1.14509047369532,1.01452701066844,,1.18%,,,0.05%
121,3.46081968724741E-11,2.76617615546027E-10,2.21506944597158E-09,1.77739800993367E-08,1.41328316489874E-07,1.08454762222874E-06,3.22242867821625E-11,2.58600814113333E-10,2.08118950598286E-09,1.67886522270483E-08,1.34278637326687E-07,1.05596906329187E-06,0.240880276092254,0.320209145938825,0.402345478411899,0.491084876849787,0.590602010754979,0.711511609384163,1.48906152324547,1.41221917237022,1.33209485582398,1.24466809415166,1.145568596002,1.01525246277987,,1.18%,,,-0.01%
120,3.42812859813031E-11,2.740808609369E-10,2.19450076984012E-09,1.76041735639342E-08,1.39921996612423E-07,1.07390052210571E-06,3.19227120382535E-11,2.56223068685735E-10,2.06181498076537E-09,1.66277678071831E-08,1.32934994728525E-07,1.04547954716669E-06,0.240520725197683,0.319855833284415,0.401966298715781,0.490653175562951,0.59008640487073,0.710803301677474,1.48939706029178,1.41255916244604,1.33246659178728,1.24509508524862,1.14609195698333,1.01606576748443,,1.05%,,,-0.17%
119,3.40661289717839E-11,2.72217941491628E-10,2.17988568531734E-09,1.749362482708E-08,1.39158940080975E-07,1.06875263131145E-06,3.17189299648824E-11,2.54483892243852E-10,2.04805026076708E-09,1.65230686645024E-08,1.32206381855479E-07,1.04034613569534E-06,0.240282061436906,0.319589279027017,0.401694784747704,0.490370013053786,0.58980465856302,0.710459033604751,1.48963874686883,1.41282038442291,1.33273273376218,1.24537505041989,1.14637771465895,1.01646433791814,,1.25%,,,0.18%
118,3.37444059812363E-11,2.6968337036943E-10,2.15932356947727E-09,1.73237049043695E-08,1.37752113516056E-07,1.05810523075954E-06,3.14187513050312E-11,2.52106714343836E-10,2.02867906925024E-09,1.63624958132425E-08,1.30863012483814E-07,1.02983422598689E-06,0.239922762680467,0.3192277047242,0.401309802603206,0.489931471805342,0.589281491582235,0.709742927538273,1.48998720925262,1.41317195088669,1.33311019722876,1.24580767888664,1.14690824395915,1.0172864578788,,1.14%,,,0.02%
117,3.34450209067436E-11,2.67277721946089E-10,2.13985429564749E-09,1.71641944316067E-08,1.36457177667204E-07,1.04855573664003E-06,3.11391008093346E-11,2.49850060891529E-10,2.01033102406434E-09,1.62114105783537E-08,1.29625313052586E-07,1.02032583306382E-06,0.239586785717817,0.318883073186276,0.400942009937925,0.489516092866444,0.588795601546873,0.709096205599057,1.49031234385451,1.41350709001532,1.33347092485704,1.24621840533761,1.14740132104062,1.01803258330613,,1.09%,,,-0.05%
116,3.31259159476636E-11,2.64751742159387E-10,2.11927928731437E-09,1.69943752595287E-08,1.35051157536272E-07,1.03790657190317E-06,3.08375124277598E-11,2.47500043495532E-10,1.99096005807416E-09,1.60506075201956E-08,1.2828162871857E-07,1.00977252639997E-06,0.23922287002543,0.318515355510419,0.400549805440984,0.489069853176659,0.588263234158555,0.708369807659492,1.49065842588546,1.41386171163663,1.33385520623624,1.24665952238615,1.14794135942236,1.01886987755501,,0.99%,,,-0.22%
115,3.28539051579153E-11,2.6252522527677E-10,2.10148703596968E-09,1.68513939751681E-08,1.33935139528851E-07,1.03000447149278E-06,3.05880812714405E-11,2.45401321215787E-10,1.97419425129748E-09,1.59153140254121E-08,1.2721672570455E-07,1.00197316336096E-06,0.238910918068493,0.318189456163999,0.400207674310398,0.488690866557087,0.587837051045246,0.707827230596709,1.49096544842063,1.41418014544975,1.33419071284131,1.24703389195905,1.14837292273056,1.01949113410733,,1.02%,,,-0.12%
114,3.25356794317679E-11,2.60026896258704E-10,2.08091821664372E-09,1.66815729145582E-08,1.32528859054966E-07,1.01935463714408E-06,3.02879129790777E-11,2.42879670835005E-10,1.95482230199648E-09,1.57545770530319E-08,1.25875107393967E-07,9.914026298246E-07,0.238542741292695,0.317820513520162,0.399808652815547,0.488236782193694,0.587295372482142,0.707091102320629,1.49131930655518,1.41453940142842,1.33458179257798,1.2474825751563,1.14892120814398,1.02033828827336,,0.91%,,,-0.30%
113,3.223288799267E-11,2.57581590048102E-10,2.06145157749524E-09,1.65220485379977E-08,1.31233296124362E-07,1.0098035472362E-06,3.00083054796426E-11,2.40767496602233E-10,1.9364651122428E-09,1.56039008835057E-08,1.24636497530517E-07,9.81923446399354E-07,0.238190391661865,0.317457523041496,0.39942749311029,0.487806245049508,0.58679166455598,0.706426068570527,1.49166256606122,1.41489147400391,1.33495583297023,1.24790710059715,1.14943201665776,1.02110125229307,,0.85%,,,-0.37%
112,3.19142937311842E-11,2.55059561534349E-10,2.04087219754768E-09,1.6352223170854E-08,1.2982644353334E-07,9.99152130508439E-07,2.97082955385407E-11,2.38391138527053E-10,1.91710793468143E-09,1.54431152149269E-08,1.23295175096819E-07,9.71434295628765E-07,0.237813514912332,0.317076480408001,0.399020751306702,0.487343580675985,0.586239504459393,0.705678839256196,1.49200381699708,1.41525384618718,1.33535395247236,1.24836438202918,1.14999029032274,1.02195528561127,,0.74%,,,-0.55%
111,3.17746852572356E-11,2.53881445854438E-10,2.03270452323844E-09,1.63091191172702E-08,1.29775880793987E-07,9.98289912907089E-07,2.95844033402573E-11,2.37304460892925E-10,1.90940979458716E-09,1.54020058432403E-08,1.23246186644645E-07,9.70554033679E-07,0.237652582780721,0.316903776069083,0.398858223141894,0.487225429608348,0.586219557790458,0.705618197674102,1.49216988831506,1.4154283950328,1.33551335338845,1.24848201749455,1.15001078176635,1.0220270573773,,1.19%,,,0.26%
110,3.14525431166075E-11,2.51360607782812E-10,2.01214455444576E-09,1.61391878235372E-08,1.2836968640451E-07,9.87639351924778E-07,2.9284164658925E-11,2.34926449425695E-10,1.89004121405095E-09,1.52412530389811E-08,1.21904215668986E-07,9.60065793717912E-07,0.237270987434016,0.31651307749125,0.398446295029033,0.486756751687798,0.585661950806252,0.704864508975553,1.4925421162445,1.4158001314115,1.33591715184689,1.24894486834207,1.15057494980335,1.02288587966757,,1.07%,,,0.08%
109,3.11570155737801E-11,2.48937905955527E-10,1.99266295045271E-09,1.59796565449198E-08,1.2707409963821E-07,9.78086493458814E-07,2.90045197158021E-11,2.32669588936309E-10,1.87168309213669E-09,1.50903238616595E-08,1.20665238922179E-07,9.50543202582696E-07,0.236906395773565,0.316141246950424,0.398052207266071,0.486312505736648,0.585143226118549,0.704183448862545,1.4929040686612,1.41616962530434,1.33630356760284,1.24938363233036,1.15110074128039,1.02366895557676,,1.03%,,,0.02%
108,3.08287905918178E-11,2.4636944491767E-10,1.97209085929579E-09,1.58098176755474E-08,1.25667950668173E-07,9.67433742401348E-07,2.87045900503477E-11,2.30294274911537E-10,1.85232491600369E-09,1.49295704842918E-08,1.19325010802861E-07,9.40063411299133E-07,0.236514719414004,0.315747436675649,0.397632003038256,0.485834938826653,0.584574717693257,0.703418028620175,1.49327712082856,1.41654821652866,1.33671499459538,1.24985551862414,1.1516749361662,1.02454141661177,,0.88%,,,-0.17%
107,3.0563813582231E-11,2.44129086023869E-10,1.95429815617398E-09,1.56668177642122E-08,1.24551828592239E-07,9.59528447567482E-07,2.84606562763411E-11,2.28222007018659E-10,1.83556425901925E-09,1.47942332358363E-08,1.18258873829635E-07,9.3225220492138E-07,0.236189450908896,0.315396253803448,0.397265143946429,0.48542907532303,0.584119297958886,0.702846047110656,1.493595895531,1.41689184245082,1.33707456386183,1.25025651682135,1.15213581644078,1.02519427339118,,0.94%,,,-0.06%
106,3.02422235343706E-11,2.41661188985768E-10,1.93372637286023E-09,1.54969796884724E-08,1.23144980094154E-07,9.48875088058149E-07,2.81533856448718E-11,2.25844705153475E-10,1.81619424578452E-09,1.46335121629905E-08,1.16918069119386E-07,9.21713710423364E-07,0.235779104873729,0.314997495897641,0.396836943512171,0.484942478460857,0.583539884701662,0.70206939857841,1.49398388450002,1.41727624721685,1.33749406038049,1.25073723246113,1.1527207163338,1.0260812541572,,0.82%,,,-0.25%
105,2.99441772000153E-11,2.39237097378743E-10,1.91424726923356E-09,1.53374477051171E-08,1.21849555808445E-07,9.3932055882369E-07,2.78738885799027E-11,2.23588528400958E-10,1.79783458163353E-09,1.44824464275153E-08,1.15680814948135E-07,9.12209424499266E-07,0.235405003647734,0.314609104683547,0.396427413552341,0.484480808772091,0.583000961615262,0.701367388735411,1.49435483797405,1.41765627835177,1.33789566126366,1.25119361847404,1.15326577334775,1.02688405612812,,0.76%,,,-0.32%
104,2.96242083743387E-11,2.36698851916291E-10,1.89367389024762E-09,1.51675927595478E-08,1.20443533944199E-07,9.28665633943534E-07,2.75737320616004E-11,2.21212332820554E-10,1.77847934071131E-09,1.43217928882587E-08,1.14338224293527E-07,9.01669530383178E-07,0.234997719184029,0.314201064765276,0.395990484518134,0.483984262961877,0.582410038540635,0.700578102961898,1.49474215130689,1.41804920827133,1.33832332767514,1.25168391027343,1.15386315071518,1.02778726559485,,0.64%,,,-0.52%
103,2.93987573494205E-11,2.34832945563913E-10,1.87906151937721E-09,1.50569125965442E-08,1.19680051075283E-07,9.23514395350779E-07,2.7368256262554E-11,2.19473030388469E-10,1.76471852648949E-09,1.42170778336697E-08,1.13611400502849E-07,8.96598410637164E-07,0.234715917086498,0.313893018357679,0.395677359594485,0.483657877165807,0.582086500919969,0.700194325216328,1.49499888968648,1.4183507201239,1.33863010977803,1.25200627870782,1.15418916396878,1.02822211108561,,0.83%,,,-0.12%
102,2.90799692838946E-11,2.32330476720085E-10,1.85849418895644E-09,1.48870495240813E-08,1.1827305456446E-07,9.12859409611488E-07,2.70695565582938E-11,2.17095538217239E-10,1.74534315026705E-09,1.40563553313486E-08,1.12270039193453E-07,8.8606286391206E-07,0.234296238186454,0.313478920431081,0.395232618863624,0.483152540034853,0.581485262165171,0.699394610319201,1.49541436015114,1.4187430199074,1.33906598156141,1.25250543948197,1.15479574819643,1.02913357984867,,0.71%,,,-0.31%
101,2.87809441707126E-11,2.29896249597646E-10,1.83900717252395E-09,1.47275183592296E-08,1.16977738420027E-07,9.03303398359458E-07,2.67886417310116E-11,2.14839173115483E-10,1.72699759269493E-09,1.39053604036904E-08,1.11033415070634E-07,8.76669529387648E-07,0.233907090952566,0.313075154667374,0.394806829977603,0.482672964833601,0.580925902726083,0.698671606085696,1.49580335901408,1.41914565729612,1.33948299318314,1.25297930541735,1.1553607356807,1.02994897367444,,0.65%,,,-0.39%
100,2.84625751936885E-11,2.27374323044427E-10,1.81843652882406E-09,1.45576431322859E-08,1.15571367221004E-07,8.92646431364376E-07,2.64884930809472E-11,2.12463220573807E-10,1.70763103104401E-09,1.37445982259428E-08,1.09691528243588E-07,8.66099764064787E-07,0.23348504413934,0.312648474719922,0.394352608174508,0.482156878490775,0.580312096160471,0.697858390370873,1.49618669918738,1.41955327774712,1.33992785806802,1.25348917490235,1.15598021999359,1.03087938555677,,0.52%,,,-0.59%
99,2.81893194146629E-11,2.25120753993852E-10,1.80063313511622E-09,1.44146336453926E-08,1.14455109125438E-07,8.84738470902209E-07,2.62374764565165E-11,2.10391256076606E-10,1.69087295606644E-09,1.36094891312724E-08,1.08628157827882E-07,8.58406567903209E-07,0.233127116288137,0.312271331639067,0.393955464038304,0.481717989203317,0.579819994650972,0.697250365995937,1.49656257668628,1.41992739220126,1.34031673527053,1.25392204210139,1.15647596412521,1.03155968152556,,0.55%,,,-0.48%
98,2.78719553251516E-11,2.22639842116529E-10,1.7800625095735E-09,1.42449449807942E-08,1.13048867016831E-07,8.74081103209545E-07,2.59372850310137E-11,2.08014090079113E-10,1.6715044526014E-09,1.34485697616854E-08,1.07285530942021E-07,8.47831773007028E-07,0.23269227477146,0.311838339919907,0.39349183763486,0.481191864312962,0.579193724098493,0.696424011802799,1.49697072255968,1.4203413132084,1.34077083104661,1.2544429086701,1.15710814617338,1.03250152389565,,0.43%,,,-0.69%
97,2.75677897875608E-11,2.20200005641729E-10,1.76058424428592E-09,1.40853012639168E-08,1.11752699767194E-07,8.6452306776357E-07,2.56577153017317E-11,2.05758214076046E-10,1.65314625015305E-09,1.32974867836549E-08,1.06051503261261E-07,8.38371297243094E-07,0.232279787739163,0.311416116632609,0.393048032819612,0.480691459609726,0.578610086370731,0.695676507944638,1.4973761923834,1.42075605957514,1.34120593476029,1.25493730247093,1.15769548123172,1.0333487081418,,0.34%,,,-0.78%
96,2.72421934465292E-11,2.17676467366217E-10,1.74000741294593E-09,1.39153111211724E-08,1.10346262047518E-07,8.53864256452585E-07,2.53577170824966E-11,2.03381996720405E-10,1.63378829566446E-09,1.31368668423765E-08,1.047099732769E-07,8.27897313951273E-07,0.231840687329186,0.31097055478634,0.392574011994078,0.480152708620974,0.577969695532186,0.694835438385356,1.49779331784068,1.42117969987422,1.34166979531089,1.25546873561881,1.15834098030675,1.03429939288005,,0.18%,,,-0.99%
95,2.72729634639086E-11,2.17898863973277E-10,1.74524322472033E-09,1.40153174163729E-08,1.1168779404823E-07,8.58424364151987E-07,2.53883429918697E-11,2.03607226357596E-10,1.63871952224298E-09,1.32314365005332E-08,1.05990086291644E-07,8.32415619805101E-07,0.2318791611492,0.311016006378755,0.392695139445236,0.480470405989275,0.578580696913911,0.69519676231272,1.49773461961201,1.4211339872845,1.34155113220789,1.25515510365271,1.15772487249528,1.03388937098436,,1.32%,,,0.58%
94,2.6950859634203E-11,2.1538061569037E-10,1.72467730285345E-09,1.38455521660892E-08,1.10281170472752E-07,8.47767261077355E-07,2.50861489445687E-11,2.012303530319E-10,1.61935456249293E-09,1.30706744368698E-08,1.04649844230402E-07,8.21859027554024E-07,0.231435238031499,0.310562540867734,0.392217321660654,0.479929822555763,0.577939875647209,0.694350774579534,1.49818528611496,1.42157541356532,1.34201911320647,1.25568952355116,1.15837008588764,1.03484988155043,,1.18%,,,0.38%
93,2.6657331082191E-11,2.12953957402796E-10,1.70520087455395E-09,1.36857966109805E-08,1.08985305672012E-07,8.38209003522842E-07,2.48086186571859E-11,1.98974550874061E-10,1.60101056564236E-09,1.29196115592841E-08,1.03413509015614E-07,8.12404537674299E-07,0.2310103082533,0.310128651215921,0.391759709799398,0.479415371965819,0.577342807842145,0.693585467387769,1.49860322642072,1.42200525142919,1.34246741277118,1.25619736837072,1.15897189093124,1.03571497220208,,1.15%,,,0.30%
92,2.63363511591116E-11,2.10415130577723E-10,1.68461553131599E-09,1.35159168188083E-08,1.07578796967576E-07,8.2754830883674E-07,2.45106762228852E-11,1.96598505578797E-10,1.58164361517452E-09,1.27589876835403E-08,1.02073804051579E-07,8.01983898893252E-07,0.230552067053079,0.309669005821784,0.391270515578052,0.478862066203538,0.576687303202115,0.692724018554838,1.49903645144532,1.42244190806403,1.34294610635312,1.2567435231165,1.15963135685603,1.03668194617507,,1.01%,,,0.09%
91,2.60633263905552E-11,2.0815780532396E-10,1.66681927792745E-09,1.33728804344574E-08,1.06462685461506E-07,8.19638560526246E-07,2.42574930292266E-11,1.94526715843285E-10,1.56488595779256E-09,1.26236515510881E-08,1.01009016454779E-07,7.94182897364247E-07,0.23016728485913,0.309260143199109,0.390842919270268,0.47839107873824,0.576161485517928,0.692079535161821,1.49942405364563,1.42284892283642,1.34336487927264,1.2572087413696,1.16016107141731,1.03740969947875,,1.05%,,,0.21%
90,2.57440749845222E-11,2.05661071146308E-10,1.64623728595034E-09,1.32029878833107E-08,1.05056106418918E-07,8.08977729400015E-07,2.39572937795336E-11,1.9214987668583E-10,1.5455168017884E-09,1.24628913702604E-08,9.96696253604531E-08,7.83669746142596E-07,0.229691029327466,0.30878629465472,0.39034284679557,0.477825444478733,0.575491526953127,0.691202835779051,1.49987808766464,1.42330724991794,1.34385432398766,1.25776749456189,1.16083458088308,1.03839853439712,,0.91%,,,0.00%
